,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
9738830,9738830,2021-06-13 18:09:07.045812+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:59:00+00:00,gamma,True,20.0,2,c-6,9738830,7900.0
14891112,14891112,2021-07-17 20:37:30.533484+00:00,x,y,2021-08-08 04:00:00+00:00,2021-08-08 06:00:00+00:00,alpha,True,15.0,1,a-1,14891112,9045.0
3909234,3909234,2021-03-27 08:01:43.860566+00:00,x,y,2021-03-29 05:00:00+00:00,2021-03-29 06:55:00+00:00,beta,True,20.0,0,b-1,3909234,8957.0
7353540,7353540,2021-05-21 05:56:29.755066+00:00,x,y,2021-06-04 11:00:00+00:00,2021-06-04 13:00:00+00:00,gamma,True,20.0,1,c-4,7353540,8025.0
10575133,10575133,2021-06-20 13:30:57.292008+00:00,x,y,2021-06-27 05:00:00+00:00,2021-06-27 06:55:00+00:00,beta,True,20.0,0,b-1,10575133,6375.0
11633733,11633733,2021-06-28 11:37:49.598011+00:00,x,y,2021-07-09 07:00:00+00:00,2021-07-09 09:00:00+00:00,alpha,True,15.0,1,a-5,11633733,7150.0
13642117,13642117,2021-07-09 12:06:19.998175+00:00,x,y,2021-07-28 04:00:00+00:00,2021-07-28 06:00:00+00:00,alpha,True,35.0,1,a-1,13642117,10545.0
6784792,6784792,2021-05-14 14:02:24.007483+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 06:55:00+00:00,beta,True,20.0,0,b-1,6784792,7382.0
3411894,3411894,2021-03-17 08:49:38.784923+00:00,x,y,2021-03-21 15:30:00+00:00,2021-03-21 17:30:00+00:00,alpha,True,35.0,1,a-7,3411894,10799.0
16512563,16512563,2021-07-30 10:01:08.560457+00:00,x,y,2021-07-31 04:00:00+00:00,2021-07-31 06:00:00+00:00,alpha,True,15.0,1,a-1,16512563,11245.0
10846832,10846832,2021-06-22 17:14:59.560081+00:00,x,y,2021-07-17 13:00:00+00:00,2021-07-17 15:00:00+00:00,alpha,True,35.0,1,a-9,10846832,11072.0
18905392,18905392,2021-08-13 14:49:45.110560+00:00,x,y,2021-08-15 10:35:00+00:00,2021-08-15 12:35:00+00:00,omega,True,20.0,1,d-3,18905392,13450.0
10110082,10110082,2021-06-16 14:16:09.798565+00:00,x,y,2021-07-05 07:00:00+00:00,2021-07-05 09:00:00+00:00,alpha,True,15.0,1,a-5,10110082,6531.0
12344985,12344985,2021-07-02 12:45:35.296667+00:00,x,y,2021-07-17 10:00:00+00:00,2021-07-17 12:00:00+00:00,alpha,True,15.0,1,a-7,12344985,9045.0
12291324,12291324,2021-07-02 07:59:54.367290+00:00,x,y,2021-07-11 05:00:00+00:00,2021-07-11 06:55:00+00:00,beta,True,40.0,0,b-1,12291324,17480.0
4807185,4807185,2021-04-19 09:15:45.167916+00:00,x,y,2021-05-17 05:00:00+00:00,2021-05-17 07:00:00+00:00,gamma,True,20.0,1,c-2,4807185,8650.0
14478521,14478521,2021-07-14 20:06:53.589301+00:00,x,y,2021-08-12 14:00:00+00:00,2021-08-12 15:55:00+00:00,beta,True,20.0,0,b-9,14478521,6440.0
12369171,12369171,2021-07-02 15:20:11.809791+00:00,x,y,2021-07-08 13:00:00+00:00,2021-07-08 15:00:00+00:00,alpha,True,35.0,1,a-9,12369171,10545.0
3190188,3190188,2021-03-13 13:48:55.055874+00:00,x,y,2021-03-28 16:00:00+00:00,2021-03-28 17:55:00+00:00,beta,True,20.0,0,b-19,3190188,9030.0
16505941,16505941,2021-07-30 08:58:15.482457+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,alpha,True,15.0,1,a-7,16505941,9045.0
11478663,11478663,2021-06-27 11:38:06.881892+00:00,x,y,2021-06-29 16:00:00+00:00,2021-06-29 18:00:00+00:00,alpha,True,35.0,1,a-23,11478663,11072.0
9537704,9537704,2021-06-12 11:24:47.779149+00:00,x,y,2021-07-11 09:45:00+00:00,2021-07-11 11:45:00+00:00,gamma,True,20.0,1,c-2,9537704,6900.0
9759377,9759377,2021-06-13 20:51:45.142107+00:00,x,y,2021-07-05 04:00:00+00:00,2021-07-05 06:00:00+00:00,alpha,True,15.0,1,a-1,9759377,6531.0
20050560,20050560,2021-08-19 19:25:23.909172+00:00,x,y,2021-08-21 16:00:00+00:00,2021-08-21 18:00:00+00:00,alpha,True,20.0,1,a-23,20050560,25345.0
13297877,13297877,2021-07-07 10:34:02.903046+00:00,x,y,2021-07-22 09:45:00+00:00,2021-07-22 11:45:00+00:00,gamma,True,20.0,1,c-2,13297877,10285.0
11338755,11338755,2021-06-26 10:53:39.518086+00:00,x,y,2021-07-24 17:00:00+00:00,2021-07-24 18:59:00+00:00,gamma,True,20.0,1,c-6,11338755,8100.0
17886695,17886695,2021-08-09 07:09:15.581645+00:00,x,y,2021-08-10 17:05:00+00:00,2021-08-10 19:05:00+00:00,omega,True,20.0,1,d-5,17886695,6870.0
11338217,11338217,2021-06-26 10:48:46.801969+00:00,x,y,2021-07-12 17:00:00+00:00,2021-07-12 18:59:00+00:00,gamma,True,20.0,2,c-6,11338217,9525.0
1700368,1700368,2021-02-15 06:39:37.225023+00:00,x,y,2021-02-16 17:00:00+00:00,2021-02-16 18:59:00+00:00,gamma,True,32.0,1,c-6,1700368,12500.0
18802773,18802773,2021-08-13 05:34:09.481788+00:00,x,y,2021-09-06 10:00:00+00:00,2021-09-06 12:00:00+00:00,alpha,True,15.0,1,a-7,18802773,6810.0
15966278,15966278,2021-07-26 08:10:18.920475+00:00,x,y,2021-08-14 07:00:00+00:00,2021-08-14 09:00:00+00:00,alpha,True,15.0,1,a-5,15966278,9045.0
20730374,20730374,2021-08-24 07:22:49.131105+00:00,x,y,2021-09-10 13:00:00+00:00,2021-09-10 15:00:00+00:00,alpha,True,20.0,1,a-9,20730374,7524.0
13255472,13255472,2021-07-07 06:32:30.857942+00:00,x,y,2021-07-19 04:00:00+00:00,2021-07-19 06:00:00+00:00,alpha,True,15.0,1,a-1,13255472,11245.0
17341055,17341055,2021-08-06 08:51:55.043642+00:00,x,y,2021-09-22 05:00:00+00:00,2021-09-22 06:55:00+00:00,beta,True,40.0,0,b-1,17341055,8360.0
9010172,9010172,2021-06-07 15:13:46.239356+00:00,x,y,2021-06-14 13:00:00+00:00,2021-06-14 15:00:00+00:00,alpha,True,15.0,1,a-9,9010172,9707.0
4548717,4548717,2021-04-12 18:12:24.825676+00:00,x,y,2021-06-20 15:30:00+00:00,2021-06-20 17:30:00+00:00,alpha,True,35.0,1,a-7,4548717,8605.0
2042560,2042560,2021-02-23 03:44:44.813787+00:00,x,y,2021-03-13 05:15:00+00:00,2021-03-13 07:25:00+00:00,alpha,True,15.0,1,a-1,2042560,12495.0
4602526,4602526,2021-04-14 19:38:29.885458+00:00,x,y,2021-05-04 14:00:00+00:00,2021-05-04 15:55:00+00:00,beta,True,20.0,0,b-9,4602526,7873.0
7926646,7926646,2021-05-28 08:00:52.541398+00:00,x,y,2021-06-19 13:00:00+00:00,2021-06-19 15:00:00+00:00,alpha,True,35.0,1,a-5,7926646,7520.0
15251546,15251546,2021-07-20 19:29:06.401795+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:59:00+00:00,gamma,True,20.0,1,c-6,15251546,22885.0
9987137,9987137,2021-06-15 13:21:04.913579+00:00,x,y,2021-07-05 07:00:00+00:00,2021-07-05 09:00:00+00:00,alpha,True,15.0,1,a-5,9987137,6531.0
2604395,2604395,2021-03-04 14:11:19.810954+00:00,x,y,2021-03-06 16:00:00+00:00,2021-03-06 18:00:00+00:00,alpha,True,15.0,1,a-7,2604395,7502.0
7181398,7181398,2021-05-19 10:02:01.117325+00:00,x,y,2021-06-10 11:00:00+00:00,2021-06-10 12:55:00+00:00,beta,True,20.0,0,b-69,7181398,7374.0
16835168,16835168,2021-08-02 06:24:30.861764+00:00,x,y,2021-08-02 16:00:00+00:00,2021-08-02 18:00:00+00:00,alpha,True,15.0,1,a-23,16835168,9045.0
7286453,7286453,2021-05-20 11:03:56.025175+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 06:55:00+00:00,beta,True,20.0,0,b-1,7286453,7382.0
21606805,21606805,2021-08-30 17:02:00.594133+00:00,x,y,2021-09-02 17:05:00+00:00,2021-09-02 19:05:00+00:00,omega,True,20.0,1,d-5,21606805,7370.0
4447114,4447114,2021-04-09 16:10:57.884938+00:00,x,y,2021-04-10 05:00:00+00:00,2021-04-10 06:55:00+00:00,beta,True,40.0,0,b-1,4447114,10468.0
21507370,21507370,2021-08-29 19:26:29.026118+00:00,x,y,2021-09-09 07:00:00+00:00,2021-09-09 09:00:00+00:00,alpha,True,20.0,1,a-5,21507370,6810.0
11822541,11822541,2021-06-29 13:23:35.860209+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20.0,2,c-4,11822541,16075.0
18973865,18973865,2021-08-13 22:03:13.113588+00:00,x,y,2021-08-20 10:35:00+00:00,2021-08-20 12:35:00+00:00,omega,True,20.0,1,d-3,18973865,12250.0
19909825,19909825,2021-08-19 01:46:53.907623+00:00,x,y,2021-08-21 04:00:00+00:00,2021-08-21 06:00:00+00:00,alpha,True,20.0,1,a-1,19909825,17745.0
18620891,18620891,2021-08-12 07:49:30.698218+00:00,x,y,2021-08-24 17:00:00+00:00,2021-08-24 18:59:00+00:00,gamma,True,20.0,2,c-6,18620891,7870.0
16273565,16273565,2021-07-28 10:28:05.359787+00:00,x,y,2021-07-28 14:00:00+00:00,2021-07-28 15:55:00+00:00,beta,True,40.0,0,b-9,16273565,11040.0
11032736,11032736,2021-06-24 07:49:43.933416+00:00,x,y,2021-07-15 14:00:00+00:00,2021-07-15 16:00:00+00:00,gamma,True,20.0,2,c-4,11032736,7900.0
11641586,11641586,2021-06-28 12:27:59.923511+00:00,x,y,2021-07-07 14:45:00+00:00,2021-07-07 16:45:00+00:00,gamma,True,20.0,2,c-4,11641586,8765.0
15552448,15552448,2021-07-23 09:27:27.956780+00:00,x,y,2021-08-05 14:00:00+00:00,2021-08-05 16:00:00+00:00,gamma,True,20.0,2,c-4,15552448,10530.0
7953895,7953895,2021-05-28 14:11:57.522945+00:00,x,y,2021-06-10 11:00:00+00:00,2021-06-10 13:00:00+00:00,gamma,True,20.0,1,c-4,7953895,10425.0
9505919,9505919,2021-06-12 08:16:16.633144+00:00,x,y,2021-07-18 04:00:00+00:00,2021-07-18 06:00:00+00:00,alpha,True,35.0,1,a-1,9505919,7124.0
1298013,1298013,2021-02-05 08:28:01.281841+00:00,x,y,2021-05-18 05:00:00+00:00,2021-05-18 07:00:00+00:00,alpha,True,0.0,0,a-1,1298013,8739.0
11128669,11128669,2021-06-24 19:59:35.595978+00:00,x,y,2021-06-26 09:45:00+00:00,2021-06-26 11:45:00+00:00,gamma,True,20.0,2,c-2,11128669,12300.0
9749645,9749645,2021-06-13 19:26:56.026851+00:00,x,y,2021-08-01 11:00:00+00:00,2021-08-01 12:55:00+00:00,beta,True,20.0,0,b-69,9749645,6522.0
6042192,6042192,2021-05-02 23:01:08.206577+00:00,x,y,2021-05-05 05:00:00+00:00,2021-05-05 07:00:00+00:00,gamma,True,20.0,2,c-2,6042192,8390.0
20550143,20550143,2021-08-23 03:16:38.154797+00:00,x,y,2021-08-25 05:00:00+00:00,2021-08-25 06:55:00+00:00,beta,True,40.0,0,b-1,20550143,13340.0
2295920,2295920,2021-02-28 04:06:29.164239+00:00,x,y,2021-03-02 17:00:00+00:00,2021-03-02 18:59:00+00:00,gamma,True,20.0,1,c-6,2295920,7390.0
7246897,7246897,2021-05-19 23:31:57.893196+00:00,x,y,2021-06-01 13:00:00+00:00,2021-06-01 15:00:00+00:00,alpha,True,35.0,1,a-5,7246897,7124.0
11646462,11646462,2021-06-28 13:03:49.166879+00:00,x,y,2021-07-01 13:00:00+00:00,2021-07-01 15:00:00+00:00,alpha,True,15.0,1,a-9,11646462,9497.0
20660135,20660135,2021-08-23 17:21:42.479313+00:00,x,y,2021-09-11 10:00:00+00:00,2021-09-11 12:00:00+00:00,gamma,True,20.0,2,c-2,20660135,7870.0
5212550,5212550,2021-04-22 08:18:41.979554+00:00,x,y,2021-05-30 13:30:00+00:00,2021-05-30 15:30:00+00:00,alpha,True,35.0,1,a-5,5212550,8290.0
12163770,12163770,2021-07-01 12:02:19.394366+00:00,x,y,2021-07-18 07:00:00+00:00,2021-07-18 09:00:00+00:00,alpha,True,15.0,1,a-5,12163770,9045.0
20366908,20366908,2021-08-21 18:38:43.207699+00:00,x,y,2021-09-03 04:40:00+00:00,2021-09-03 06:40:00+00:00,omega,True,20.0,1,d-1,20366908,7950.0
13015703,13015703,2021-07-05 20:18:34.351871+00:00,x,y,2021-09-22 17:00:00+00:00,2021-09-22 18:59:00+00:00,gamma,True,20.0,1,c-6,13015703,10285.0
11842249,11842249,2021-06-29 15:35:50.887448+00:00,x,y,2021-07-20 14:00:00+00:00,2021-07-20 15:55:00+00:00,beta,True,20.0,0,b-9,11842249,7201.0
21513344,21513344,2021-08-29 20:44:30.672094+00:00,x,y,2021-09-18 16:00:00+00:00,2021-09-18 18:00:00+00:00,alpha,True,15.0,1,a-23,21513344,7524.0
5611028,5611028,2021-04-26 17:50:14.204196+00:00,x,y,2021-05-18 14:00:00+00:00,2021-05-18 15:55:00+00:00,beta,True,20.0,0,b-9,5611028,6765.0
9447437,9447437,2021-06-11 19:55:17.841706+00:00,x,y,2021-07-22 04:00:00+00:00,2021-07-22 06:00:00+00:00,alpha,True,15.0,1,a-1,9447437,9403.0
8430796,8430796,2021-06-01 23:09:06.941865+00:00,x,y,2021-06-04 16:00:00+00:00,2021-06-04 18:00:00+00:00,alpha,True,35.0,1,a-23,8430796,9707.0
8348805,8348805,2021-06-01 09:13:09.356445+00:00,x,y,2021-06-11 13:00:00+00:00,2021-06-11 15:00:00+00:00,alpha,True,35.0,1,a-9,8348805,9707.0
15816616,15816616,2021-07-25 08:01:11.165207+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20.0,1,c-4,15816616,20365.0
14243012,14243012,2021-07-13 10:26:08.326521+00:00,x,y,2021-07-25 04:00:00+00:00,2021-07-25 06:00:00+00:00,alpha,True,15.0,1,a-1,14243012,18945.0
7179428,7179428,2021-05-19 09:43:11.880657+00:00,x,y,2021-05-22 10:00:00+00:00,2021-05-22 12:00:00+00:00,alpha,True,15.0,1,a-9,7179428,8027.0
20365885,20365885,2021-08-21 18:32:32.479349+00:00,x,y,2021-09-20 14:00:00+00:00,2021-09-20 15:55:00+00:00,beta,True,20.0,0,b-9,20365885,6410.0
12777210,12777210,2021-07-04 16:44:20.780895+00:00,x,y,2021-07-19 13:00:00+00:00,2021-07-19 15:00:00+00:00,alpha,True,15.0,1,a-9,12777210,9045.0
12540173,12540173,2021-07-03 12:39:54.103674+00:00,x,y,2021-07-10 14:00:00+00:00,2021-07-10 15:55:00+00:00,beta,True,40.0,0,b-9,12540173,19700.0
11877444,11877444,2021-06-29 19:26:15.124040+00:00,x,y,2021-07-11 14:00:00+00:00,2021-07-11 16:00:00+00:00,gamma,True,20.0,2,c-4,11877444,13050.0
4872902,4872902,2021-04-19 16:48:07.569742+00:00,x,y,2021-04-30 05:00:00+00:00,2021-04-30 07:00:00+00:00,alpha,True,35.0,1,a-1,4872902,5495.0
12946549,12946549,2021-07-05 13:43:48.062455+00:00,x,y,2021-08-20 14:00:00+00:00,2021-08-20 16:00:00+00:00,gamma,True,20.0,1,c-4,12946549,10285.0
5043558,5043558,2021-04-20 19:03:48.307797+00:00,x,y,2021-04-24 05:00:00+00:00,2021-04-24 06:55:00+00:00,beta,True,20.0,0,b-1,5043558,7413.0
8705180,8705180,2021-06-04 12:10:01.361924+00:00,x,y,2021-06-14 13:00:00+00:00,2021-06-14 15:00:00+00:00,alpha,True,15.0,1,a-9,8705180,9403.0
11094382,11094382,2021-06-24 15:46:44.855326+00:00,x,y,2021-07-02 13:00:00+00:00,2021-07-02 15:00:00+00:00,alpha,True,15.0,1,a-9,11094382,9497.0
6951793,6951793,2021-05-16 16:56:14.253944+00:00,x,y,2021-05-30 11:00:00+00:00,2021-05-30 12:55:00+00:00,beta,True,20.0,0,b-69,6951793,6734.0
8368936,8368936,2021-06-01 12:04:41.582924+00:00,x,y,2021-06-16 07:00:00+00:00,2021-06-16 09:00:00+00:00,alpha,True,35.0,1,a-5,8368936,9707.0
1120791,1120791,2021-02-01 06:18:02.033930+00:00,x,y,2021-02-08 16:00:00+00:00,2021-02-08 18:10:00+00:00,alpha,True,0.0,0,a-7,1120791,8739.0
21077227,21077227,2021-08-26 13:40:38.236548+00:00,x,y,2021-09-25 11:00:00+00:00,2021-09-25 12:55:00+00:00,beta,True,40.0,0,b-69,21077227,8410.0
15160136,15160136,2021-07-20 04:34:32.152632+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,True,20.0,2,c-6,15160136,14130.0
14237484,14237484,2021-07-13 09:50:49.605408+00:00,x,y,2021-08-02 04:00:00+00:00,2021-08-02 06:00:00+00:00,alpha,True,15.0,1,a-1,14237484,11245.0
20126913,20126913,2021-08-20 08:49:12.928970+00:00,x,y,2021-08-29 10:00:00+00:00,2021-08-29 12:00:00+00:00,gamma,True,20.0,1,c-2,20126913,10285.0
17314747,17314747,2021-08-06 04:15:39.413547+00:00,x,y,2021-08-07 04:00:00+00:00,2021-08-07 06:00:00+00:00,alpha,True,15.0,1,a-1,17314747,6810.0
9539020,9539020,2021-06-12 11:34:22.457119+00:00,x,y,2021-08-08 04:00:00+00:00,2021-08-08 06:00:00+00:00,alpha,True,35.0,1,a-1,9539020,7124.0
6996837,6996837,2021-05-17 07:23:34.597295+00:00,x,y,2021-05-27 10:00:00+00:00,2021-05-27 12:00:00+00:00,alpha,True,15.0,1,a-9,6996837,6494.0
1914055,1914055,2021-02-19 18:13:43.864673+00:00,x,y,2021-06-15 10:00:00+00:00,2021-06-15 11:55:00+00:00,beta,True,20.0,0,b-69,1914055,11546.0
14327672,14327672,2021-07-13 21:09:38.430070+00:00,x,y,2021-07-26 14:00:00+00:00,2021-07-26 15:55:00+00:00,beta,True,40.0,0,b-9,14327672,15400.0
18972101,18972101,2021-08-13 21:42:44.638154+00:00,x,y,2021-08-20 16:00:00+00:00,2021-08-20 18:00:00+00:00,alpha,True,15.0,1,a-23,18972101,12945.0
12790134,12790134,2021-07-04 17:56:11.453515+00:00,x,y,2021-07-05 09:45:00+00:00,2021-07-05 11:45:00+00:00,gamma,True,20.0,2,c-2,12790134,15065.0
9908708,9908708,2021-06-14 20:15:15.072859+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,alpha,True,15.0,1,a-7,9908708,6850.0
18552501,18552501,2021-08-11 20:00:37.565055+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,alpha,True,15.0,1,a-7,18552501,7524.0
15096150,15096150,2021-07-19 13:57:27.128451+00:00,x,y,2021-07-31 14:00:00+00:00,2021-07-31 16:00:00+00:00,gamma,True,20.0,1,c-4,15096150,13130.0
19889128,19889128,2021-08-18 20:54:45.125486+00:00,x,y,2021-08-23 17:00:00+00:00,2021-08-23 18:59:00+00:00,gamma,True,20.0,1,c-6,19889128,18105.0
2655239,2655239,2021-03-05 10:31:53.941218+00:00,x,y,2021-03-24 11:00:00+00:00,2021-03-24 12:55:00+00:00,beta,True,20.0,0,b-69,2655239,7236.0
12542841,12542841,2021-07-03 12:56:36.030364+00:00,x,y,2021-07-12 13:00:00+00:00,2021-07-12 15:00:00+00:00,alpha,True,35.0,1,a-9,12542841,10545.0
17927837,17927837,2021-08-09 10:56:18.813630+00:00,x,y,2021-10-10 17:00:00+00:00,2021-10-10 18:59:00+00:00,gamma,True,20.0,1,c-6,17927837,12560.0
13452155,13452155,2021-07-08 08:32:55.171420+00:00,x,y,2021-07-08 10:00:00+00:00,2021-07-08 12:00:00+00:00,alpha,True,35.0,1,a-7,13452155,25345.0
8340993,8340993,2021-06-01 08:04:27.172754+00:00,x,y,2021-06-09 13:00:00+00:00,2021-06-09 15:00:00+00:00,alpha,True,15.0,1,a-9,8340993,9403.0
2706018,2706018,2021-03-06 07:16:05.900837+00:00,x,y,2021-03-12 17:00:00+00:00,2021-03-12 18:59:00+00:00,gamma,True,20.0,2,c-6,2706018,9140.0
6691107,6691107,2021-05-12 16:04:04.675216+00:00,x,y,2021-05-23 05:00:00+00:00,2021-05-23 06:55:00+00:00,beta,True,20.0,0,b-1,6691107,6723.0
2276782,2276782,2021-02-27 17:56:34.289712+00:00,x,y,2021-03-05 05:15:00+00:00,2021-03-05 07:25:00+00:00,alpha,True,15.0,1,a-1,2276782,7502.0
20284901,20284901,2021-08-21 08:18:11.118245+00:00,x,y,2021-09-06 10:30:00+00:00,2021-09-06 12:25:00+00:00,beta,True,20.0,0,b-69,20284901,7240.0
249539,249539,2021-01-07 16:17:26.541565+00:00,x,y,2021-03-08 11:00:00+00:00,2021-03-08 13:00:00+00:00,gamma,True,32.0,1,c-4,249539,9405.0
4953431,4953431,2021-04-20 07:03:43.119955+00:00,x,y,2021-04-24 13:30:00+00:00,2021-04-24 15:30:00+00:00,alpha,True,35.0,1,a-5,4953431,5996.0
14593584,14593584,2021-07-15 16:16:07.992967+00:00,x,y,2021-07-29 04:00:00+00:00,2021-07-29 06:00:00+00:00,alpha,True,15.0,1,a-1,14593584,9045.0
8251191,8251191,2021-05-31 13:20:01.729737+00:00,x,y,2021-07-16 17:00:00+00:00,2021-07-16 18:59:00+00:00,gamma,True,20.0,2,c-6,8251191,11900.0
10502879,10502879,2021-06-19 21:23:57.792507+00:00,x,y,2021-06-30 13:00:00+00:00,2021-06-30 15:00:00+00:00,alpha,True,35.0,1,a-9,10502879,7150.0
12273528,12273528,2021-07-02 06:19:34.144341+00:00,x,y,2021-07-09 07:00:00+00:00,2021-07-09 09:00:00+00:00,alpha,True,15.0,1,a-5,12273528,9045.0
7359957,7359957,2021-05-21 07:10:28.953989+00:00,x,y,2021-06-10 05:00:00+00:00,2021-06-10 07:00:00+00:00,gamma,True,20.0,2,c-2,7359957,9025.0
17823403,17823403,2021-08-08 19:35:28.252175+00:00,x,y,2021-08-10 10:00:00+00:00,2021-08-10 12:00:00+00:00,alpha,True,20.0,1,a-7,17823403,10545.0
7951229,7951229,2021-05-28 13:35:17.949037+00:00,x,y,2021-06-17 05:00:00+00:00,2021-06-17 07:00:00+00:00,gamma,True,20.0,1,c-2,7951229,10425.0
8428601,8428601,2021-06-01 22:00:41.788416+00:00,x,y,2021-06-05 05:00:00+00:00,2021-06-05 06:55:00+00:00,beta,True,20.0,0,b-1,8428601,10036.0
11421546,11421546,2021-06-27 02:35:20.767006+00:00,x,y,2021-06-29 07:00:00+00:00,2021-06-29 09:00:00+00:00,alpha,True,35.0,1,a-5,11421546,15377.0
6369114,6369114,2021-05-07 17:37:52.643663+00:00,x,y,2021-05-10 05:00:00+00:00,2021-05-10 07:00:00+00:00,gamma,True,20.0,1,c-2,6369114,7390.0
1818558,1818558,2021-02-17 13:39:42.682630+00:00,x,y,2021-02-20 14:00:00+00:00,2021-02-20 15:55:00+00:00,beta,True,20.0,0,b-9,1818558,12327.0
11867116,11867116,2021-06-29 18:13:59.769132+00:00,x,y,2021-07-03 10:00:00+00:00,2021-07-03 12:00:00+00:00,alpha,True,35.0,1,a-7,11867116,11072.0
11127941,11127941,2021-06-24 19:52:52.683063+00:00,x,y,2021-07-10 05:00:00+00:00,2021-07-10 06:55:00+00:00,beta,True,20.0,0,b-1,11127941,6720.0
19838510,19838510,2021-08-18 15:49:38.556915+00:00,x,y,2021-08-28 10:00:00+00:00,2021-08-28 12:00:00+00:00,gamma,True,20.0,1,c-2,19838510,10040.0
17977589,17977589,2021-08-09 15:00:42.429577+00:00,x,y,2021-08-22 14:00:00+00:00,2021-08-22 15:55:00+00:00,beta,True,40.0,0,b-9,17977589,18080.0
11109497,11109497,2021-06-24 17:44:03.162820+00:00,x,y,2021-07-06 17:00:00+00:00,2021-07-06 18:59:00+00:00,gamma,True,20.0,1,c-6,11109497,7765.0
19635381,19635381,2021-08-17 14:07:36.484466+00:00,x,y,2021-08-20 10:00:00+00:00,2021-08-20 12:00:00+00:00,gamma,True,20.0,2,c-2,19635381,16075.0
9609980,9609980,2021-06-12 20:42:16.659895+00:00,x,y,2021-06-15 17:00:00+00:00,2021-06-15 18:59:00+00:00,gamma,True,20.0,2,c-6,9609980,7900.0
14982766,14982766,2021-07-18 15:43:35.961560+00:00,x,y,2021-07-20 13:00:00+00:00,2021-07-20 15:00:00+00:00,alpha,True,15.0,1,a-9,14982766,6810.0
13016258,13016258,2021-07-05 20:22:06.468570+00:00,x,y,2021-07-16 10:00:00+00:00,2021-07-16 12:00:00+00:00,alpha,True,15.0,1,a-7,13016258,12945.0
20325559,20325559,2021-08-21 13:16:01.189355+00:00,x,y,2021-09-08 07:00:00+00:00,2021-09-08 09:00:00+00:00,alpha,True,15.0,1,a-5,20325559,6810.0
14470391,14470391,2021-07-14 19:05:52.916378+00:00,x,y,2021-07-31 07:00:00+00:00,2021-07-31 09:00:00+00:00,alpha,True,35.0,1,a-5,14470391,12645.0
16750216,16750216,2021-08-01 10:55:04.307648+00:00,x,y,2021-08-02 07:00:00+00:00,2021-08-02 09:00:00+00:00,alpha,True,35.0,1,a-5,16750216,8381.0
9834950,9834950,2021-06-14 11:13:17.082198+00:00,x,y,2021-06-23 09:45:00+00:00,2021-06-23 11:45:00+00:00,gamma,True,20.0,1,c-2,9834950,6900.0
13118091,13118091,2021-07-06 11:35:24.979304+00:00,x,y,2021-07-23 16:00:00+00:00,2021-07-23 18:00:00+00:00,alpha,True,35.0,1,a-23,13118091,10545.0
4895248,4895248,2021-04-19 19:22:27.233350+00:00,x,y,2021-05-15 11:00:00+00:00,2021-05-15 13:00:00+00:00,gamma,True,20.0,2,c-4,4895248,9650.0
7236155,7236155,2021-05-19 19:24:29.823180+00:00,x,y,2021-06-01 10:00:00+00:00,2021-06-01 12:00:00+00:00,alpha,True,15.0,1,a-9,7236155,6531.0
6332978,6332978,2021-05-07 06:08:25.959895+00:00,x,y,2021-05-08 17:00:00+00:00,2021-05-08 18:59:00+00:00,gamma,True,20.0,1,c-6,6332978,7390.0
2246824,2246824,2021-02-27 10:38:11.024404+00:00,x,y,2021-03-14 13:30:00+00:00,2021-03-14 15:40:00+00:00,alpha,True,15.0,1,a-5,2246824,7502.0
2983078,2983078,2021-03-10 16:34:14.290993+00:00,x,y,2021-03-27 08:00:00+00:00,2021-03-27 09:55:00+00:00,beta,True,20.0,0,b-67,2983078,9051.0
395565,395565,2021-01-12 04:20:24.379912+00:00,x,y,2021-01-15 05:00:00+00:00,2021-01-15 06:55:00+00:00,beta,False,20.0,0,b-1,395565,8686.0
10028461,10028461,2021-06-15 19:14:00.540670+00:00,x,y,2021-06-25 14:00:00+00:00,2021-06-25 16:00:00+00:00,gamma,True,20.0,2,c-4,10028461,7620.0
1703083,1703083,2021-02-15 07:36:31.997190+00:00,x,y,2021-02-22 05:00:00+00:00,2021-02-22 07:00:00+00:00,gamma,True,32.0,1,c-2,1703083,12500.0
3298141,3298141,2021-03-15 09:59:32.390791+00:00,x,y,2021-03-16 17:00:00+00:00,2021-03-16 18:59:00+00:00,gamma,True,20.0,1,c-6,3298141,10160.0
12407134,12407134,2021-07-02 18:41:25.585499+00:00,x,y,2021-08-05 09:45:00+00:00,2021-08-05 11:45:00+00:00,gamma,True,20.0,1,c-2,12407134,10285.0
